   2.5000000e-03  -4.0843000e-02   4.7527000e-04   1.4304000e+04   1.0001000e+00   1.7114000e+00   7.8874000e-01   1.9070000e-03   4.5422000e-03  -5.0266000e-03   9.4871000e-01   1.7147000e+02   1.7100000e+04   2.0991000e+03   1.5725000e-03   5.3549000e+04   5.6444000e+04   1.0435000e+03   2.9303000e+06   2.0000000e+00   9.9961000e-01   1.0004000e+00   1.1380000e-07   2.9402000e+04   1.0000000e+00
   3.4917000e-03  -1.2678000e-02   4.8474000e-04   1.4226000e+04   1.0001000e+00   1.7004000e+00   7.9968000e-01   1.5222000e-03   3.7036000e-03  -3.7088000e-03   9.4763000e-01   1.7147000e+02   1.7105000e+04   2.0985000e+03   1.8588000e-03   6.3226000e+04   6.6720000e+04   1.4561000e+03   2.9303000e+06   2.0000000e+00   9.9945000e-01   1.0005000e+00   1.2583000e-07   2.9400000e+04   1.0000000e+00
   4.6488000e-03   8.3760000e-03   4.9606000e-04   1.4138000e+04   1.0001000e+00   1.6945000e+00   8.0558000e-01   1.2517000e-03   3.1277000e-03  -2.4258000e-03   9.4612000e-01   1.7147000e+02   1.7110000e+04   2.0978000e+03   2.1453000e-03   7.2852000e+04   7.7001000e+04   1.9361000e+03   2.9302000e+06   2.0000000e+00   9.9927000e-01   1.0007000e+00   1.3896000e-07   2.9397000e+04   1.0000000e+00
   5.9711000e-03   2.4750000e-02   5.0904000e-04   1.4040000e+04   1.0001000e+00   1.6921000e+00   8.0808000e-01   1.0785000e-03   2.7696000e-03  -2.0491000e-03   9.4456000e-01   1.7147000e+02   1.7116000e+04   2.0970000e+03   2.4319000e-03   8.2451000e+04   8.7290000e+04   2.4836000e+03   2.9302000e+06   2.0000000e+00   9.9906000e-01   1.0009000e+00   1.5325000e-07   2.9394000e+04   1.0001000e+00
   7.4587000e-03   3.7812000e-02   5.2390000e-04   1.3934000e+04   1.0001000e+00   1.6919000e+00   8.0819000e-01   1.0907000e-03   2.7524000e-03  -3.0908000e-03   9.4262000e-01   1.7147000e+02   1.7123000e+04   2.0962000e+03   2.7188000e-03   9.1988000e+04   9.7588000e+04   3.0972000e+03   2.9301000e+06   2.0000000e+00   9.9883000e-01   1.0012000e+00   1.6813000e-07   2.9391000e+04   1.0001000e+00
   9.1116000e-03   4.8466000e-02   5.4059000e-04   1.3821000e+04   1.0001000e+00   1.6934000e+00   8.0674000e-01   1.0604000e-03   2.7267000e-03  -3.5134000e-03   9.4044000e-01   1.7147000e+02   1.7131000e+04   2.0952000e+03   3.0059000e-03   1.0147000e+05   1.0789000e+05   3.7764000e+03   2.9301000e+06   2.0000000e+00   9.9857000e-01   1.0014000e+00   1.8328000e-07   2.9387000e+04   1.0001000e+00
   1.0930000e-02   5.7292000e-02   5.5914000e-04   1.3701000e+04   1.0001000e+00   1.6961000e+00   8.0408000e-01   1.0813000e-03   2.8261000e-03  -3.7048000e-03   9.3808000e-01   1.7147000e+02   1.7140000e+04   2.0942000e+03   3.2934000e-03   1.1089000e+05   1.1821000e+05   4.5207000e+03   2.9300000e+06   2.0000000e+00   9.9829000e-01   1.0017000e+00   1.9834000e-07   2.9382000e+04   1.0001000e+00
   1.2913000e-02   6.4676000e-02   5.7947000e-04   1.3575000e+04   1.0001000e+00   1.6996000e+00   8.0057000e-01   1.0450000e-03   2.8574000e-03  -3.6909000e-03   9.3570000e-01   1.7147000e+02   1.7149000e+04   2.0930000e+03   3.5811000e-03   1.2027000e+05   1.2854000e+05   5.3302000e+03   2.9299000e+06   2.0000000e+00   9.9798000e-01   1.0020000e+00   2.1292000e-07   2.9377000e+04   1.0001000e+00
   1.5062000e-02   7.0856000e-02   6.0179000e-04   1.3443000e+04   1.0001000e+00   1.7037000e+00   7.9645000e-01   1.1827000e-03   3.2342000e-03  -5.6568000e-03   9.3304000e-01   1.7147000e+02   1.7160000e+04   2.0918000e+03   3.8692000e-03   1.2958000e+05   1.3888000e+05   6.2029000e+03   2.9299000e+06   2.0000000e+00   9.9765000e-01   1.0024000e+00   2.2670000e-07   2.9372000e+04   1.0001000e+00
   1.7376000e-02   7.6033000e-02   6.2608000e-04   1.3308000e+04   1.0001000e+00   1.7083000e+00   7.9186000e-01   1.0763000e-03   3.1165000e-03  -3.6033000e-03   9.3021000e-01   1.7147000e+02   1.7170000e+04   2.0904000e+03   4.1577000e-03   1.3882000e+05   1.4923000e+05   7.1384000e+03   2.9298000e+06   2.0000000e+00   9.9729000e-01   1.0027000e+00   2.3937000e-07   2.9367000e+04   1.0001000e+00
